epoch,accuracy,learning_rate,loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
39,0.8799050450325012,0.0010000000474974513,0.5351237058639526,0.9161445498466492,0.9073943655834165,0.4526808261871338,0.9102301752979632,0.9067180242703041
40,0.8799833059310913,0.0010000000474974513,0.5291978716850281,0.9267961382865906,0.9198915812313236,0.4345751106739044,0.9237155705215326,0.9170551465836346
41,0.8816270232200623,0.0010000000474974513,0.5310394167900085,0.9158312678337097,0.9085415345738332,0.452863872051239,0.9157208316042467,0.9038434112764029
42,0.8854883909225464,0.0010000000474974513,0.5153069496154785,0.9151002764701843,0.9085974363665256,0.4428604245185852,0.9123630776510449,0.9064140027184235
43,0.8828532695770264,0.0010000000474974513,0.5206825733184814,0.920634925365448,0.9133227321153329,0.4290752112865448,0.9154839076789961,0.911924493444093
44,0.882879376411438,0.0010000000474974513,0.5204766988754272,0.9181286692619324,0.9115824204354072,0.4525904059410095,0.9137293579656983,0.9109026281671334
45,0.8876539468765259,0.0010000000474974513,0.5089086890220642,0.9186508059501648,0.9122310319516901,0.44924914836883545,0.9158386601388214,0.9108055776496776
46,0.8882018327713013,0.0010000000474974513,0.5071442127227783,0.9165622591972351,0.9100234140774499,0.44601157307624817,0.9088665511399182,0.9127955702297509
47,0.8893498182296753,0.0010000000474974513,0.4989837408065796,0.9114452600479126,0.9048782988848737,0.4500856399536133,0.9038431038714191,0.9090488061233839
48,0.889454185962677,0.0010000000474974513,0.5046018958091736,0.9075814485549927,0.9026165545473862,0.46199268102645874,0.9157067112594631,0.8936580475321697
49,0.8893759250640869,0.0010000000474974513,0.4980528950691223,0.9082080125808716,0.9014370583541856,0.463144451379776,0.9034449200645885,0.9033398916568252
50,0.8908370137214661,0.0010000000474974513,0.49420514702796936,0.9234544634819031,0.9154914051272925,0.4161255657672882,0.9157233582696566,0.9160912815246256
51,0.8940982818603516,0.0010000000474974513,0.4868226647377014,0.9231411814689636,0.916699628874758,0.4186190664768219,0.9176622474580437,0.9166872299719314
52,0.8917240500450134,0.0010000000474974513,0.48903340101242065,0.9180242419242859,0.9102248988910852,0.4325253963470459,0.910365575912719,0.9110141132918
53,0.8923763036727905,0.0010000000474974513,0.48916780948638916,0.9250208735466003,0.916874604031729,0.41561368107795715,0.9137258338235572,0.9213816302482133
54,0.8958985805511475,0.0010000000474974513,0.47982269525527954,0.9249164462089539,0.9181679566196269,0.4080614745616913,0.9181891266454546,0.918879470568482
55,0.8947244882583618,0.0010000000474974513,0.48226746916770935,0.9265872836112976,0.9212405758430114,0.4288378059864044,0.9233995485507602,0.919861106987049
56,0.8936808705329895,0.0010000000474974513,0.4778619408607483,0.927527129650116,0.921238104692863,0.4066312313079834,0.9260516216405416,0.9174777618805701
57,0.8941243886947632,0.0010000000474974513,0.47698330879211426,0.9211570620536804,0.9142858856243499,0.4353233277797699,0.9157455394792922,0.914101831327783
58,0.8972813487052917,0.0010000000474974513,0.47822046279907227,0.9196950793266296,0.9126597523283747,0.43524622917175293,0.9189430284430076,0.90898257790604
59,0.8963682055473328,0.0010000000474974513,0.46856585144996643,0.9096699953079224,0.9031632531852282,0.4461948871612549,0.90464848253312,0.9042955290975475
60,0.8992120623588562,0.0010000000474974513,0.4734582304954529,0.9222013354301453,0.9150256673476131,0.4170463979244232,0.9160233386364607,0.9147175899974744
61,0.8974118232727051,0.0010000000474974513,0.47154954075813293,0.917397677898407,0.9134911834563705,0.4277007579803467,0.9222124934840705,0.9060343514789024
62,0.8975422382354736,0.0010000000474974513,0.4700765311717987,0.9258562922477722,0.9192711161900035,0.4092894494533539,0.9270081496625114,0.9135447325197877
63,0.8983510732650757,0.0010000000474974513,0.46086204051971436,0.9250208735466003,0.9195150422168146,0.399260938167572,0.9179424391979752,0.9217444724624776
64,0.898820698261261,0.0010000000474974513,0.4661729037761688,0.9211570620536804,0.914798910621487,0.4254244863986969,0.9158732098155397,0.9160231585632063
65,0.899968683719635,0.0010000000474974513,0.45885223150253296,0.9288846850395203,0.9210900990014727,0.387288898229599,0.9186411742538589,0.9245043837082343
66,0.9027864933013916,0.0010000000474974513,0.44554492831230164,0.9152047038078308,0.9077753799789209,0.4283412992954254,0.9148100537353452,0.9038069239656078
67,0.8979336023330688,0.0010000000474974513,0.46964767575263977,0.9126983880996704,0.9069625170857417,0.44451257586479187,0.9158386130356647,0.9006624957075672
68,0.9006209373474121,0.0010000000474974513,0.45889753103256226,0.9113408327102661,0.9061610939880603,0.46205928921699524,0.918723762373658,0.8984060341594343
69,0.9023951292037964,0.0010000000474974513,0.4577420651912689,0.9239766001701355,0.918242966623538,0.40302953124046326,0.9216852605500989,0.9166590380889056
70,0.9035431146621704,0.0010000000474974513,0.4481196701526642,0.9188596606254578,0.9129790859422605,0.4194011390209198,0.9161585967228597,0.9119483211352567
71,0.9044302105903625,0.0010000000474974513,0.44088423252105713,0.9295112490653992,0.924218998805122,0.3899418115615845,0.9306026088134285,0.9187336407000966
72,0.9026821255683899,0.0010000000474974513,0.45320460200309753,0.9309732913970947,0.9254428018764144,0.4044502079486847,0.9292197179070625,0.9223757777414082
73,0.9052911996841431,0.0010000000474974513,0.4436681866645813,0.9313910007476807,0.9266578384068304,0.3903762698173523,0.9309452421178871,0.9236197828255243
74,0.9047693610191345,0.0010000000474974513,0.4417153000831604,0.9244987368583679,0.9191046397161178,0.4055081009864807,0.9158909606754743,0.9241849251324901
75,0.9034387469291687,0.0010000000474974513,0.44914817810058594,0.9241854548454285,0.917682142632247,0.40041887760162354,0.9244730103044088,0.9122097147447398
76,0.9319557547569275,0.00010000000474974513,0.3655898869037628,0.9416248798370361,0.9364915990931088,0.3463478684425354,0.9392468429746224,0.934190179475275
77,0.9362345933914185,0.00010000000474974513,0.34561410546302795,0.9415204524993896,0.9361159347453167,0.3362785577774048,0.9379091983438403,0.9346893999903401
78,0.9360780715942383,0.00010000000474974513,0.3388277590274811,0.9440267086029053,0.939101797012264,0.32984459400177,0.9397272824120048,0.9386727457869108
79,0.9379305243492126,0.00010000000474974513,0.3326720893383026,0.9435045719146729,0.9385877116363849,0.32692983746528625,0.9400268644928486,0.9375578417066045
80,0.9363650679588318,0.00010000000474974513,0.3340508043766022,0.9442355632781982,0.9396940540735116,0.3233810067176819,0.9395387139455247,0.9401303095521425
81,0.9381131529808044,0.00010000000474974513,0.3263047933578491,0.9438178539276123,0.9390138837970161,0.32091984152793884,0.9393637347833929,0.9389734482029538
82,0.9394437670707703,0.00010000000474974513,0.3220127820968628,0.9447576999664307,0.9393812526587002,0.31524720788002014,0.9399623709806623,0.9390970948507711
83,0.9381914138793945,0.00010000000474974513,0.3210357129573822,0.9456976056098938,0.9402850560109868,0.31234225630760193,0.9381852122804434,0.9425067412097938
84,0.9387654066085815,0.00010000000474974513,0.3182225823402405,0.9455931782722473,0.9409042715639254,0.307536244392395,0.9449376681688527,0.9373544124782279
85,0.93881756067276,0.00010000000474974513,0.31695082783699036,0.9463241696357727,0.9414225977808223,0.30922025442123413,0.9416920006931581,0.9415165248462717
86,0.9363128542900085,0.00010000000474974513,0.31867608428001404,0.9468463063240051,0.9424661559251036,0.3047839403152466,0.9442300178552059,0.9410366044327644
87,0.9399394989013672,0.00010000000474974513,0.3124309778213501,0.9446532726287842,0.940069282165183,0.3037927448749542,0.9408751434728346,0.9394467261775873
88,0.9365476965904236,0.00010000000474974513,0.3179817795753479,0.9448621273040771,0.9395026235768245,0.3043002188205719,0.939875215285232,0.9394138514333984
89,0.9396785497665405,0.00010000000474974513,0.3110530972480774,0.9472640156745911,0.9429672139440336,0.3022727370262146,0.9443329945936404,0.9418597856867604
90,0.9411917924880981,0.00010000000474974513,0.3097366392612457,0.9470551609992981,0.9416315265187314,0.30148211121559143,0.9425098094051757,0.9409787082110239
91,0.9386610388755798,0.00010000000474974513,0.3105032742023468,0.9466374516487122,0.9418507564619222,0.3009366989135742,0.9409435598417518,0.9429055081147079
92,0.9402525424957275,0.00010000000474974513,0.3060895800590515,0.9486215710639954,0.9441239303935504,0.29667675495147705,0.9460427069578169,0.9424079716505074
93,0.9413744807243347,0.00010000000474974513,0.30504554510116577,0.9472640156745911,0.9434224951115072,0.29719772934913635,0.944856242853178,0.94227433088526
94,0.9396525025367737,0.00010000000474974513,0.3052849769592285,0.9483082890510559,0.9441228727254408,0.2978553771972656,0.9452030904680769,0.9433951807200067
95,0.9408526420593262,0.00010000000474974513,0.30576300621032715,0.9485171437263489,0.943289074936363,0.29471129179000854,0.9439430279699699,0.9429227518158396
96,0.9392089247703552,0.00010000000474974513,0.3038020133972168,0.9438178539276123,0.9374058078813938,0.3026331067085266,0.9367612049400796,0.9386039154370102
97,0.9412440061569214,0.00010000000474974513,0.3024403154850006,0.9471595883369446,0.9421958611875549,0.295305997133255,0.9423758091731149,0.9422210481529464
98,0.9409047961235046,0.00010000000474974513,0.3026960790157318,0.9475772976875305,0.942268835506561,0.29228317737579346,0.942705608090916,0.9421299975465282
99,0.9390262961387634,0.00010000000474974513,0.30370187759399414,0.9472640156745911,0.942223563049819,0.29327455163002014,0.9427112322991169,0.9419439713334662
