epoch,accuracy,learning_rate,loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.24261125922203064,0.0010000000474974513,4.312498569488525,0.8613436818122864,0.8588354077750159,0.6998220682144165,0.8947983655183145,0.8639982388171058
1,0.7482958436012268,0.0010000000474974513,1.1735730171203613,0.9730568528175354,0.9739394169428742,0.1916908472776413,0.9780644894492505,0.9745633956101537
2,0.8733445405960083,0.0010000000474974513,0.6917341947555542,0.9912323951721191,0.9918209085249033,0.07649338990449905,0.9931249730104468,0.9921674779329828
3,0.9114081263542175,0.0010000000474974513,0.5115657448768616,0.9948281049728394,0.9952889282380691,0.055809762328863144,0.9959692956846204,0.9954521022030115
4,0.9298617243766785,0.0010000000474974513,0.41228049993515015,0.9971923828125,0.9972089019942277,0.03667765483260155,0.9975748829743573,0.9972697879587544
5,0.9376521706581116,0.0010000000474974513,0.3485753536224365,0.9972909092903137,0.9974245754644243,0.03372136503458023,0.9977044942908647,0.9975603755029374
6,0.9460268616676331,0.0010000000474974513,0.29681476950645447,0.997832715511322,0.9980392099454767,0.03251935541629791,0.998365746272833,0.9980344742188818
7,0.950043797492981,0.0010000000474974513,0.25746145844459534,0.9979312419891357,0.9979842423512081,0.025699762627482414,0.9982859685524438,0.998014204966277
8,0.9538781642913818,0.0010000000474974513,0.2310122847557068,0.9978820085525513,0.9980166364536903,0.02950470522046089,0.9983257987986189,0.9980363913671083
9,0.9565074443817139,0.0010000000474974513,0.2072053700685501,0.9981775283813477,0.9982613995536221,0.02597552165389061,0.998545783494647,0.998253726636153
10,0.9587350487709045,0.0010000000474974513,0.18561948835849762,0.9981282353401184,0.9982636306941222,0.026533186435699463,0.9985180474487343,0.9983156721322393
11,0.9611086845397949,0.0010000000474974513,0.1693263202905655,0.9984238147735596,0.9985273147871084,0.023568181321024895,0.9986516391527296,0.9986198480782157
12,0.9632266759872437,0.0010000000474974513,0.1579781025648117,0.9988670945167542,0.9989292026696903,0.023093832656741142,0.9990667689088807,0.9989852296760355
13,0.9663915634155273,0.0010000000474974513,0.1427176594734192,0.9976357221603394,0.9977521280868397,0.026600012555718422,0.9980982815971143,0.99775945083796
14,0.9656490683555603,0.0010000000474974513,0.13752442598342896,0.998473048210144,0.9985300636550937,0.023170651867985725,0.998761070750146,0.9985637594224713
15,0.9682905077934265,0.0010000000474974513,0.12360917776823044,0.9978820085525513,0.9980681140997558,0.024932101368904114,0.9983416730964159,0.9981166476095136
16,0.9688260555267334,0.0010000000474974513,0.11745231598615646,0.9986701011657715,0.9987378300115393,0.022479476407170296,0.998965765752167,0.9987043909659985
17,0.9708345532417297,0.0010000000474974513,0.11131814122200012,0.9981282353401184,0.9981275906059346,0.025934018194675446,0.9983661537331033,0.9982118397495331
18,0.9708954095840454,0.0010000000474974513,0.107248954474926,0.9987685680389404,0.9987673291387478,0.024310313165187836,0.9989595443664341,0.9988254215413477
19,0.9735977053642273,0.0010000000474974513,0.0987095907330513,0.9977834820747375,0.9978463135133184,0.02631215564906597,0.9981097871908715,0.9979296955332901
20,0.9725874066352844,0.0010000000474974513,0.09654353559017181,0.9986701011657715,0.9986974214457192,0.023836566135287285,0.9988686477858968,0.9987819635847595
21,0.9733907580375671,0.0010000000474974513,0.09333232790231705,0.9987685680389404,0.9988347913952225,0.0255038533359766,0.9990544452072748,0.9988458454509378
22,0.9755088090896606,0.0010000000474974513,0.08889862895011902,0.9988178610801697,0.9988972164523922,0.02114495448768139,0.9990530742140846,0.9989312191692831
23,0.975630521774292,0.0010000000474974513,0.08740347623825073,0.9982760548591614,0.9983492454576441,0.02543156035244465,0.9986432157333489,0.9983446741309947
24,0.976482629776001,0.0010000000474974513,0.08237341791391373,0.9990148544311523,0.9989964200606495,0.023451844230294228,0.9991287133470916,0.9990823288876209
25,0.9781137108802795,0.0010000000474974513,0.0780915915966034,0.9989656209945679,0.999002314021414,0.02183161862194538,0.9991543292579257,0.9990694733265088
26,0.9772982001304626,0.0010000000474974513,0.07906826585531235,0.9986701011657715,0.9986890491323142,0.023976799100637436,0.9989075244941444,0.9987272587622064
27,0.9794040322303772,0.0010000000474974513,0.07293155044317245,0.9990641474723816,0.9991388306336875,0.02584133855998516,0.9992996690347723,0.9991395191594892
28,0.9781502485275269,0.0010000000474974513,0.0745716243982315,0.9985715746879578,0.9985471381121235,0.024640502408146858,0.9987346486098359,0.9986166437988704
29,0.9794527292251587,0.0010000000474974513,0.07020881026983261,0.9992119073867798,0.9992255464684522,0.02316460944712162,0.9993493370084733,0.9992938576431758
30,0.9797570109367371,0.0010000000474974513,0.07114685326814651,0.9986208081245422,0.9986204313355672,0.025112081319093704,0.9988245535736799,0.9986780900909707
31,0.9805361032485962,0.0010000000474974513,0.06887996941804886,0.9991626143455505,0.9991713000728781,0.025337135419249535,0.9993279831335248,0.9992227276800416
32,0.9793431758880615,0.0010000000474974513,0.07007087022066116,0.9991626143455505,0.9991991149509104,0.023968540132045746,0.9993537871155656,0.9992479934251488
33,0.9887647032737732,0.00010000000474974513,0.03792892396450043,0.9994089007377625,0.9994201954686758,0.02239501290023327,0.9995573738958662,0.9994608320619304
34,0.9905662536621094,0.00010000000474974513,0.031780026853084564,0.9994581937789917,0.9994854684963588,0.022777345031499863,0.9996315633110441,0.999510757174262
